date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
02:44:48	24334/24334	---M--	200	added ('OK')	image/jpeg	date:Tue,%2021%20Jul%202015%2012:25:13%20GMT	http://themeelite.com/demos/e-learn/image+text-rotator/images/courses/course8.jpg	C:/Users/RamS/Documents/e-learn/themeelite.com/demos/e-learn/image+text-rotator/images/courses/course8.jpg	(from http://themeelite.com/demos/e-learn/image+text-rotator/)
02:44:51	30990/30990	---M--	200	added ('OK')	image/jpeg	date:Tue,%2021%20Jul%202015%2012:25:23%20GMT	http://themeelite.com/demos/e-learn/image+text-rotator/images/teachers/teacher1.jpg	C:/Users/RamS/Documents/e-learn/themeelite.com/demos/e-learn/image+text-rotator/images/teachers/teacher1.jpg	(from http://themeelite.com/demos/e-learn/image+text-rotator/)
02:44:54	31107/31107	---M--	200	added ('OK')	image/jpeg	date:Tue,%2021%20Jul%202015%2012:25:23%20GMT	http://themeelite.com/demos/e-learn/image+text-rotator/images/teachers/teacher2.jpg	C:/Users/RamS/Documents/e-learn/themeelite.com/demos/e-learn/image+text-rotator/images/teachers/teacher2.jpg	(from http://themeelite.com/demos/e-learn/image+text-rotator/)
02:44:56	28640/28640	---M--	200	added ('OK')	image/jpeg	date:Tue,%2021%20Jul%202015%2012:25:25%20GMT	http://themeelite.com/demos/e-learn/image+text-rotator/images/teachers/teacher3.jpg	C:/Users/RamS/Documents/e-learn/themeelite.com/demos/e-learn/image+text-rotator/images/teachers/teacher3.jpg	(from http://themeelite.com/demos/e-learn/image+text-rotator/)
02:44:57	6282/6282	---M--	200	added ('OK')	image/jpeg	date:Tue,%2021%20Jul%202015%2012:25:28%20GMT	http://themeelite.com/demos/e-learn/image+text-rotator/images/testimonials/thumb1.jpg	C:/Users/RamS/Documents/e-learn/themeelite.com/demos/e-learn/image+text-rotator/images/testimonials/thumb1.jpg	(from http://themeelite.com/demos/e-learn/image+text-rotator/)
02:44:59	5623/5623	---M--	200	added ('OK')	image/jpeg	date:Tue,%2021%20Jul%202015%2012:25:29%20GMT	http://themeelite.com/demos/e-learn/image+text-rotator/images/testimonials/thumb2.jpg	C:/Users/RamS/Documents/e-learn/themeelite.com/demos/e-learn/image+text-rotator/images/testimonials/thumb2.jpg	(from http://themeelite.com/demos/e-learn/image+text-rotator/)
02:44:59	33627/33627	---M--	200	added ('OK')	image/jpeg	date:Tue,%2021%20Jul%202015%2012:25:25%20GMT	http://themeelite.com/demos/e-learn/image+text-rotator/images/teachers/teacher4.jpg	C:/Users/RamS/Documents/e-learn/themeelite.com/demos/e-learn/image+text-rotator/images/teachers/teacher4.jpg	(from http://themeelite.com/demos/e-learn/image+text-rotator/)
02:45:01	5484/5484	---M--	200	added ('OK')	image/jpeg	date:Tue,%2021%20Jul%202015%2012:25:29%20GMT	http://themeelite.com/demos/e-learn/image+text-rotator/images/testimonials/thumb3.jpg	C:/Users/RamS/Documents/e-learn/themeelite.com/demos/e-learn/image+text-rotator/images/testimonials/thumb3.jpg	(from http://themeelite.com/demos/e-learn/image+text-rotator/)
02:45:02	6222/6222	---M--	200	added ('OK')	image/jpeg	date:Tue,%2021%20Jul%202015%2012:25:31%20GMT	http://themeelite.com/demos/e-learn/image+text-rotator/images/testimonials/thumb4.jpg	C:/Users/RamS/Documents/e-learn/themeelite.com/demos/e-learn/image+text-rotator/images/testimonials/thumb4.jpg	(from http://themeelite.com/demos/e-learn/image+text-rotator/)
02:45:02	5096/5096	---M--	200	added ('OK')	image/jpeg	date:Tue,%2021%20Jul%202015%2012:25:31%20GMT	http://themeelite.com/demos/e-learn/image+text-rotator/images/testimonials/thumb5.jpg	C:/Users/RamS/Documents/e-learn/themeelite.com/demos/e-learn/image+text-rotator/images/testimonials/thumb5.jpg	(from http://themeelite.com/demos/e-learn/image+text-rotator/)
02:45:03	6168/6168	---M--	200	added ('OK')	image/jpeg	date:Tue,%2021%20Jul%202015%2012:25:32%20GMT	http://themeelite.com/demos/e-learn/image+text-rotator/images/testimonials/thumb6.jpg	C:/Users/RamS/Documents/e-learn/themeelite.com/demos/e-learn/image+text-rotator/images/testimonials/thumb6.jpg	(from http://themeelite.com/demos/e-learn/image+text-rotator/)
02:45:03	5083/5083	---M--	200	added ('OK')	image/jpeg	date:Tue,%2021%20Jul%202015%2012:25:32%20GMT	http://themeelite.com/demos/e-learn/image+text-rotator/images/testimonials/thumb7.jpg	C:/Users/RamS/Documents/e-learn/themeelite.com/demos/e-learn/image+text-rotator/images/testimonials/thumb7.jpg	(from http://themeelite.com/demos/e-learn/image+text-rotator/)
02:45:04	6045/6045	---M--	200	added ('OK')	image/jpeg	date:Tue,%2021%20Jul%202015%2012:25:33%20GMT	http://themeelite.com/demos/e-learn/image+text-rotator/images/testimonials/thumb8.jpg	C:/Users/RamS/Documents/e-learn/themeelite.com/demos/e-learn/image+text-rotator/images/testimonials/thumb8.jpg	(from http://themeelite.com/demos/e-learn/image+text-rotator/)
02:45:05	6047/6047	---M--	200	added ('OK')	image/jpeg	date:Tue,%2021%20Jul%202015%2012:25:33%20GMT	http://themeelite.com/demos/e-learn/image+text-rotator/images/testimonials/thumb9.jpg	C:/Users/RamS/Documents/e-learn/themeelite.com/demos/e-learn/image+text-rotator/images/testimonials/thumb9.jpg	(from http://themeelite.com/demos/e-learn/image+text-rotator/)
02:45:05	1274/1274	---M--	200	added ('OK')	image/gif	date:Tue,%2021%20Jul%202015%2012:24:07%20GMT	http://themeelite.com/demos/e-learn/image+text-rotator/images/paypal.gif	C:/Users/RamS/Documents/e-learn/themeelite.com/demos/e-learn/image+text-rotator/images/paypal.gif	(from http://themeelite.com/demos/e-learn/image+text-rotator/)
02:45:06	7045/7045	---M--	200	added ('OK')	image/jpeg	date:Tue,%2021%20Jul%202015%2012:25:28%20GMT	http://themeelite.com/demos/e-learn/image+text-rotator/images/testimonials/thumb10.jpg	C:/Users/RamS/Documents/e-learn/themeelite.com/demos/e-learn/image+text-rotator/images/testimonials/thumb10.jpg	(from http://themeelite.com/demos/e-learn/image+text-rotator/)
02:45:06	1307/1307	---M--	200	added ('OK')	image/gif	date:Tue,%2021%20Jul%202015%2012:23:58%20GMT	http://themeelite.com/demos/e-learn/image+text-rotator/images/amazon.gif	C:/Users/RamS/Documents/e-learn/themeelite.com/demos/e-learn/image+text-rotator/images/amazon.gif	(from http://themeelite.com/demos/e-learn/image+text-rotator/)
02:45:06	771/771	---M--	200	added ('OK')	image/gif	date:Tue,%2021%20Jul%202015%2012:24:12%20GMT	http://themeelite.com/demos/e-learn/image+text-rotator/images/visa.gif	C:/Users/RamS/Documents/e-learn/themeelite.com/demos/e-learn/image+text-rotator/images/visa.gif	(from http://themeelite.com/demos/e-learn/image+text-rotator/)
02:45:07	814/814	---M--	200	added ('OK')	image/gif	date:Tue,%2021%20Jul%202015%2012:24:07%20GMT	http://themeelite.com/demos/e-learn/image+text-rotator/images/master.gif	C:/Users/RamS/Documents/e-learn/themeelite.com/demos/e-learn/image+text-rotator/images/master.gif	(from http://themeelite.com/demos/e-learn/image+text-rotator/)
02:45:07	1174/1174	---M--	200	added ('OK')	image/gif	date:Tue,%2021%20Jul%202015%2012:24:03%20GMT	http://themeelite.com/demos/e-learn/image+text-rotator/images/discover.gif	C:/Users/RamS/Documents/e-learn/themeelite.com/demos/e-learn/image+text-rotator/images/discover.gif	(from http://themeelite.com/demos/e-learn/image+text-rotator/)
02:45:09	9447/9447	---M--	200	added ('OK')	text/javascript	date:Tue,%2021%20Jul%202015%2012:24:36%20GMT	http://themeelite.com/demos/e-learn/image+text-rotator/js/modernizr.custom.26633.js	C:/Users/RamS/Documents/e-learn/themeelite.com/demos/e-learn/image+text-rotator/js/modernizr.custom.26633.js	(from http://themeelite.com/demos/e-learn/image+text-rotator/)
02:45:15	35601/35601	---M--	200	added ('OK')	text/javascript	date:Tue,%2021%20Jul%202015%2012:24:17%20GMT	http://themeelite.com/demos/e-learn/image+text-rotator/js/bootstrap.min.js	C:/Users/RamS/Documents/e-learn/themeelite.com/demos/e-learn/image+text-rotator/js/bootstrap.min.js	(from http://themeelite.com/demos/e-learn/image+text-rotator/)
02:45:16	2124/2124	---M--	200	added ('OK')	text/javascript	date:Tue,%2021%20Jul%202015%2012:24:30%20GMT	http://themeelite.com/demos/e-learn/image+text-rotator/js/jquery.placeholder.js	C:/Users/RamS/Documents/e-learn/themeelite.com/demos/e-learn/image+text-rotator/js/jquery.placeholder.js	(from http://themeelite.com/demos/e-learn/image+text-rotator/)
02:45:17	3635/3635	---M--	200	added ('OK')	text/javascript	date:Tue,%2021%20Jul%202015%2012:24:39%20GMT	http://themeelite.com/demos/e-learn/image+text-rotator/js/stickUp.js	C:/Users/RamS/Documents/e-learn/themeelite.com/demos/e-learn/image+text-rotator/js/stickUp.js	(from http://themeelite.com/demos/e-learn/image+text-rotator/)
02:45:20	14469/14469	---M--	200	added ('OK')	text/javascript	date:Tue,%2021%20Jul%202015%2012:24:32%20GMT	http://themeelite.com/demos/e-learn/image+text-rotator/js/jquery.superslides.js	C:/Users/RamS/Documents/e-learn/themeelite.com/demos/e-learn/image+text-rotator/js/jquery.superslides.js	(from http://themeelite.com/demos/e-learn/image+text-rotator/)
02:45:23	95931/95931	---M--	200	added ('OK')	text/javascript	date:Tue,%2021%20Jul%202015%2012:24:20%20GMT	http://themeelite.com/demos/e-learn/image+text-rotator/js/jquery-1.11.2.min.js	C:/Users/RamS/Documents/e-learn/themeelite.com/demos/e-learn/image+text-rotator/js/jquery-1.11.2.min.js	(from http://themeelite.com/demos/e-learn/image+text-rotator/)
02:45:24	480669/480669	---M--	200	added ('OK')	image/jpeg	date:Tue,%2021%20Jul%202015%2012:25:19%20GMT	http://themeelite.com/demos/e-learn/image+text-rotator/images/header-image/image02.jpg	C:/Users/RamS/Documents/e-learn/themeelite.com/demos/e-learn/image+text-rotator/images/header-image/image02.jpg	(from http://themeelite.com/demos/e-learn/image+text-rotator/)
02:45:25	32856/32856	---M--	200	added ('OK')	text/css	date:Tue,%2021%20Jul%202015%2012:23:45%20GMT	http://themeelite.com/demos/e-learn/image+text-rotator/css/jquery-ui-1.8.16.custom.css	C:/Users/RamS/Documents/e-learn/themeelite.com/demos/e-learn/image+text-rotator/css/jquery-ui-1.8.16.custom.css	(from http://themeelite.com/demos/e-learn/image+text-rotator/)
02:45:25	3476/3476	---M--	200	added ('OK')	text/css	date:Tue,%2021%20Jul%202015%2012:23:45%20GMT	http://themeelite.com/demos/e-learn/image+text-rotator/css/lightbox.min.css	C:/Users/RamS/Documents/e-learn/themeelite.com/demos/e-learn/image+text-rotator/css/lightbox.min.css	(from http://themeelite.com/demos/e-learn/image+text-rotator/)
02:45:26	3303/3303	---M--	200	added ('OK')	text/javascript	date:Tue,%2021%20Jul%202015%2012:24:34%20GMT	http://themeelite.com/demos/e-learn/image+text-rotator/js/jquery.ui.widget.min.js	C:/Users/RamS/Documents/e-learn/themeelite.com/demos/e-learn/image+text-rotator/js/jquery.ui.widget.min.js	(from http://themeelite.com/demos/e-learn/image+text-rotator/)
02:45:27	27154/27154	---M--	200	added ('OK')	text/css	date:Tue,%2021%20Jul%202015%2012:23:48%20GMT	http://themeelite.com/demos/e-learn/image+text-rotator/css/prettyPhoto.css	C:/Users/RamS/Documents/e-learn/themeelite.com/demos/e-learn/image+text-rotator/css/prettyPhoto.css	(from http://themeelite.com/demos/e-learn/image+text-rotator/)
02:45:29	43251/43251	---M--	200	added ('OK')	text/javascript	date:Tue,%2021%20Jul%202015%2012:24:25%20GMT	http://themeelite.com/demos/e-learn/image+text-rotator/js/jquery.isotope.js	C:/Users/RamS/Documents/e-learn/themeelite.com/demos/e-learn/image+text-rotator/js/jquery.isotope.js	(from http://themeelite.com/demos/e-learn/image+text-rotator/)
02:45:30	845/845	---M--	200	added ('OK')	text/javascript	date:Sat,%2001%20Aug%202015%2009:13:21%20GMT	http://themeelite.com/demos/e-learn/image+text-rotator/js/jquery.contact.js	C:/Users/RamS/Documents/e-learn/themeelite.com/demos/e-learn/image+text-rotator/js/jquery.contact.js	(from http://themeelite.com/demos/e-learn/image+text-rotator/)
02:45:30	725/725	---M--	200	added ('OK')	text/javascript	date:Tue,%2021%20Jul%202015%2012:24:31%20GMT	http://themeelite.com/demos/e-learn/image+text-rotator/js/jquery.subscribe.js	C:/Users/RamS/Documents/e-learn/themeelite.com/demos/e-learn/image+text-rotator/js/jquery.subscribe.js	(from http://themeelite.com/demos/e-learn/image+text-rotator/)
02:45:31	2532/2532	---M-Z	404	error ('Not%20Found')	text/html	date:Thu,%2020%20Aug%202015%2021:12:52%20GMT	http://themeelite.com/demos/e-learn/image+text-rotator/js/jquery.classyloader.min.js	C:/Users/RamS/Documents/e-learn/themeelite.com/demos/e-learn/image+text-rotator/js/jquery.classyloader.min.js	(from http://themeelite.com/demos/e-learn/image+text-rotator/)
02:45:32	35260/35260	---M--	200	added ('OK')	text/javascript	date:Sat,%2025%20Jul%202015%2008:40:35%20GMT	http://themeelite.com/demos/e-learn/image+text-rotator/js/jquery.prettyPhoto.js	C:/Users/RamS/Documents/e-learn/themeelite.com/demos/e-learn/image+text-rotator/js/jquery.prettyPhoto.js	(from http://themeelite.com/demos/e-learn/image+text-rotator/)
02:45:34	8101/8101	---M--	200	added ('OK')	text/javascript	date:Tue,%2021%20Jul%202015%2012:24:23%20GMT	http://themeelite.com/demos/e-learn/image+text-rotator/js/jquery.easing.js	C:/Users/RamS/Documents/e-learn/themeelite.com/demos/e-learn/image+text-rotator/js/jquery.easing.js	(from http://themeelite.com/demos/e-learn/image+text-rotator/)
02:45:35	2400/2400	---M--	200	added ('OK')	text/javascript	date:Tue,%2021%20Jul%202015%2012:24:29%20GMT	http://themeelite.com/demos/e-learn/image+text-rotator/js/jquery.mousewheel.js	C:/Users/RamS/Documents/e-learn/themeelite.com/demos/e-learn/image+text-rotator/js/jquery.mousewheel.js	(from http://themeelite.com/demos/e-learn/image+text-rotator/)
02:45:36	365/365	---M--	200	added ('OK')	text/javascript	date:Tue,%2021%20Jul%202015%2012:24:38%20GMT	http://themeelite.com/demos/e-learn/image+text-rotator/js/slideroption.js	C:/Users/RamS/Documents/e-learn/themeelite.com/demos/e-learn/image+text-rotator/js/slideroption.js	(from http://themeelite.com/demos/e-learn/image+text-rotator/)
02:45:36	68313/68313	---M--	200	added ('OK')	text/javascript	date:Tue,%2021%20Jul%202015%2012:24:35%20GMT	http://themeelite.com/demos/e-learn/image+text-rotator/js/jquery.ui.rlightbox.js	C:/Users/RamS/Documents/e-learn/themeelite.com/demos/e-learn/image+text-rotator/js/jquery.ui.rlightbox.js	(from http://themeelite.com/demos/e-learn/image+text-rotator/)
02:45:37	2501/2501	---M--	200	added ('OK')	text/javascript	date:Tue,%2021%20Jul%202015%2012:24:21%20GMT	http://themeelite.com/demos/e-learn/image+text-rotator/js/jquery.countTo.js	C:/Users/RamS/Documents/e-learn/themeelite.com/demos/e-learn/image+text-rotator/js/jquery.countTo.js	(from http://themeelite.com/demos/e-learn/image+text-rotator/)
02:45:37	3104/3104	---M--	200	added ('OK')	text/javascript	date:Tue,%2021%20Jul%202015%2012:25:41%20GMT	http://themeelite.com/demos/e-learn/image+text-rotator/switcher/js/jquery.cookie.js	C:/Users/RamS/Documents/e-learn/themeelite.com/demos/e-learn/image+text-rotator/switcher/js/jquery.cookie.js	(from http://themeelite.com/demos/e-learn/image+text-rotator/)
02:45:38	4023/4023	---M--	200	added ('OK')	text/javascript	date:Tue,%2021%20Jul%202015%2012:25:41%20GMT	http://themeelite.com/demos/e-learn/image+text-rotator/switcher/js/styleswitch.js	C:/Users/RamS/Documents/e-learn/themeelite.com/demos/e-learn/image+text-rotator/switcher/js/styleswitch.js	(from http://themeelite.com/demos/e-learn/image+text-rotator/)
02:45:38	2282/2282	---M--	200	added ('OK')	text/javascript	date:Sat,%2001%20Aug%202015%2008:45:31%20GMT	http://themeelite.com/demos/e-learn/image+text-rotator/js/custom.js	C:/Users/RamS/Documents/e-learn/themeelite.com/demos/e-learn/image+text-rotator/js/custom.js	(from http://themeelite.com/demos/e-learn/image+text-rotator/)
02:45:38	51909/51909	---M--	200	added ('OK')	text/javascript	date:Tue,%2021%20Jul%202015%2012:24:24%20GMT	http://themeelite.com/demos/e-learn/image+text-rotator/js/jquery.flexslider.js	C:/Users/RamS/Documents/e-learn/themeelite.com/demos/e-learn/image+text-rotator/js/jquery.flexslider.js	(from http://themeelite.com/demos/e-learn/image+text-rotator/)
02:45:39	2532/2532	---M-Z	404	error ('Not%20Found')	text/html	date:Thu,%2020%20Aug%202015%2021:13:00%20GMT	http://themeelite.com/demos/e-learn/image+text-rotator/fonts/glyphicons-halflings-regular.eot	C:/Users/RamS/Documents/e-learn/themeelite.com/demos/e-learn/image+text-rotator/fonts/glyphicons-halflings-regular.eot	(from http://themeelite.com/demos/e-learn/image+text-rotator/css/bootstrap.min.css)
02:45:39	2532/2532	---M-Z	404	error ('Not%20Found')	text/html	date:Thu,%2020%20Aug%202015%2021:13:01%20GMT	http://themeelite.com/demos/e-learn/image+text-rotator/fonts/glyphicons-halflings-regular.eot?	C:/Users/RamS/Documents/e-learn/themeelite.com/demos/e-learn/image+text-rotator/fonts/glyphicons-halflings-regulard41d.eot	(from http://themeelite.com/demos/e-learn/image+text-rotator/css/bootstrap.min.css)
02:45:40	631478/631478	---M--	200	added ('OK')	image/jpeg	date:Tue,%2021%20Jul%202015%2012:25:19%20GMT	http://themeelite.com/demos/e-learn/image+text-rotator/images/header-image/image01.jpg	C:/Users/RamS/Documents/e-learn/themeelite.com/demos/e-learn/image+text-rotator/images/header-image/image01.jpg	(from http://themeelite.com/demos/e-learn/image+text-rotator/)
02:45:40	2532/2532	---M-Z	404	error ('Not%20Found')	text/html	date:Thu,%2020%20Aug%202015%2021:13:01%20GMT	http://themeelite.com/demos/e-learn/image+text-rotator/fonts/glyphicons-halflings-regular.woff	C:/Users/RamS/Documents/e-learn/themeelite.com/demos/e-learn/image+text-rotator/fonts/glyphicons-halflings-regular.woff	(from http://themeelite.com/demos/e-learn/image+text-rotator/css/bootstrap.min.css)
02:45:40	2532/2532	---M-Z	404	error ('Not%20Found')	text/html	date:Thu,%2020%20Aug%202015%2021:13:02%20GMT	http://themeelite.com/demos/e-learn/image+text-rotator/fonts/glyphicons-halflings-regular.ttf	C:/Users/RamS/Documents/e-learn/themeelite.com/demos/e-learn/image+text-rotator/fonts/glyphicons-halflings-regular.ttf	(from http://themeelite.com/demos/e-learn/image+text-rotator/css/bootstrap.min.css)
02:45:42	2532/2532	---M-Z	404	error ('Not%20Found')	text/html	date:Thu,%2020%20Aug%202015%2021:13:02%20GMT	http://themeelite.com/demos/e-learn/image+text-rotator/fonts/glyphicons-halflings-regular.svg	C:/Users/RamS/Documents/e-learn/themeelite.com/demos/e-learn/image+text-rotator/fonts/glyphicons-halflings-regular.svg	(from http://themeelite.com/demos/e-learn/image+text-rotator/css/bootstrap.min.css)
02:45:42	2019/2019	---M--	200	added ('OK')	image/png	date:Tue,%2021%20Jul%202015%2012:24:03%20GMT	http://themeelite.com/demos/e-learn/image+text-rotator/images/flag.png	C:/Users/RamS/Documents/e-learn/themeelite.com/demos/e-learn/image+text-rotator/images/flag.png	(from http://themeelite.com/demos/e-learn/image+text-rotator/css/main.css)
